entry_date,exit_date,entry_price,exit_price,return_pct,holding_days,symbol,return_pct_net
2017-05-31,2018-12-05,12669.451171875,20299.263671875,0.6022212325138023,553,3MINDIA,0.5996212325138023
2019-03-20,2019-08-13,21465.08984375,19425.27734375,-0.09502930175686794,146,3MINDIA,-0.09762930175686794
2020-02-10,2020-03-23,22584.396484375,14548.595703125,-0.35581206638882573,42,3MINDIA,-0.3584120663888257
2020-08-27,2020-10-07,19230.36328125,16961.5703125,-0.11797972485325432,41,3MINDIA,-0.12057972485325433
2020-11-27,2022-01-24,20024.40234375,22292.828125,0.11328307044120192,423,3MINDIA,0.11068307044120192
2022-08-29,2024-04-19,21265.046875,28245.19140625,0.32824496330906866,599,3MINDIA,0.32564496330906867
2024-06-21,2024-12-11,36153.85546875,30637.736328125,-0.15257346883496065,173,3MINDIA,-0.15517346883496064
2025-08-13,2026-05-11,30059.666015625,31227.748046875,0.03885878275037492,271,3MINDIA,0.036258782750374925
2016-04-28,2016-10-07,1096.0030517578125,987.6812133789062,-0.09883351894429077,162,ABB,-0.10143351894429077
2017-03-15,2017-12-04,1041.7777099609375,1194.853271484375,0.14693687536199754,264,ABB,0.14433687536199755
2018-01-24,2018-04-19,1439.841796875,1078.9425048828125,-0.2506520457841099,85,ABB,-0.25325204578410987
2018-10-29,2019-02-28,1066.4759521484375,1063.27001953125,-0.0030060993037199606,122,ABB,-0.0056060993037199604
2019-04-15,2019-09-30,1233.32568359375,1317.75146484375,0.06845376073252143,168,ABB,0.06585376073252143
2019-10-07,2020-01-20,1274.619140625,1236.2147216796875,-0.030130113161866673,105,ABB,-0.03273011316186667
2020-12-01,2024-12-24,1095.900634765625,6716.5634765625,5.128806995352219,1484,ABB,5.126206995352219
2016-05-05,2016-12-06,1259.1015625,1227.1055908203125,-0.025411748053237364,215,ACC,-0.028011748053237362
2017-05-12,2018-03-07,1532.781494140625,1446.51806640625,-0.056279011760081155,299,ACC,-0.05887901176008115
2018-09-28,2018-11-26,1440.8544921875,1335.738525390625,-0.07295390850833822,59,ACC,-0.07555390850833822
2019-01-09,2019-02-12,1349.70751953125,1276.1495361328125,-0.05449920248201922,34,ACC,-0.05709920248201922
2019-03-28,2019-10-10,1515.927001953125,1333.2998046875,-0.12047228991259312,196,ACC,-0.12307228991259313
2020-08-13,2022-02-23,1323.0611572265625,2056.480712890625,0.5543353394195903,559,ACC,0.5517353394195903
2022-06-29,2022-06-30,2117.34912109375,2084.634765625,-0.015450619429190253,1,ACC,-0.018050619429190253
2022-08-24,2023-02-16,2261.1748046875,1809.263916015625,-0.19985667969369145,176,ACC,-0.20245667969369144
2023-09-22,2024-09-23,1953.6346435546875,2462.058349609375,0.2602450298125333,367,ACC,0.2576450298125333
2016-05-04,2017-08-30,943.2554321289062,1231.39501953125,0.3054735521130466,483,AIAENG,0.3028735521130466
2017-12-14,2018-04-16,1517.098876953125,1370.1751708984375,-0.09684517488389593,123,AIAENG,-0.09944517488389594
2018-05-24,2019-09-05,1495.14599609375,1457.5794677734375,-0.025125658911209745,469,AIAENG,-0.027725658911209747
2020-02-13,2020-04-08,1770.829833984375,1229.73876953125,-0.3055579107991803,55,AIAENG,-0.3081579107991803
2020-07-08,2021-11-18,1611.5811767578125,1859.0927734375,0.15358307744548905,498,AIAENG,0.15098307744548906
2022-06-08,2024-11-22,2134.403076171875,3397.182861328125,0.5916313555081117,898,AIAENG,0.5890313555081117
2019-05-02,2019-09-24,150.28375244140625,139.8140411376953,-0.06966628882781555,145,APLAPOLLO,-0.07226628882781555
2019-11-22,2020-04-28,153.40139770507812,122.60174560546875,-0.2007781712577564,158,APLAPOLLO,-0.2033781712577564
2020-07-23,2022-07-05,182.78553771972656,831.0720825195312,3.5467058985479043,712,APLAPOLLO,3.544105898547904
2022-08-23,2024-02-28,1036.8797607421875,1452.134521484375,0.4004849708368814,554,APLAPOLLO,0.3978849708368814
